V101	countyfips	countyname
360962343.0	42051	"Fayette PA"
361460388.0	21111	"Jefferson KY"
361002294.0	51790	"Staunton city VA"
361703271.0	39165	"Warren OH"
361450041.0	34031	"Passaic NJ"
362870972.0	40143	"Tulsa OK"
361020248.0	29189	"St. Louis MO"
360981370.0	12017	"Citrus FL"
361502755.0	22001	"Acadia Parish LA"
361597360.0	41039	"Lane OR"
361047781.0	48209	"Hays TX"
360984134.0	09009	"New Haven CT"
360998340.0	32003	"Clark NV"
360976658.0	12071	"Lee FL"
361233879.0	06059	"Orange CA"
361043350.0		""
362296554.0	42091	"Montgomery PA"
360863551.0	36061	"New York NY"
361342805.0	55025	"Dane WI"
360020950.0	48029	"Bexar TX"
361345881.0	22073	"Ouachita Parish LA"
362894605.0	42039	"Crawford PA"
361552762.0	26065	"Ingham MI"
362882819.0	42047	"Elk PA"
360994806.0	06111	"Ventura CA"
360985399.0	36035	"Fulton NY"
360942561.0	21095	"Harlan KY"
360905546.0	42003	"Allegheny PA"
361020369.0	29183	"St. Charles MO"
362705932.0	47159	"Smith TN"
361043579.0	12017	"Citrus FL"
361655221.0	45059	"Laurens SC"
361298701.0	06077	"San Joaquin CA"
360880172.0	06059	"Orange CA"
361176605.0	17197	"Will IL"
360893131.0	12103	"Pinellas FL"
361044658.0	31009	"Blaine NE"
361407595.0	12031	"Duval FL"
360893099.0	12091	"Okaloosa FL"
360962097.0	41039	"Lane OR"
362022646.0	26125	"Oakland MI"
360967755.0	42017	"Bucks PA"
359969450.0	02170	"Matanuska-Susitna Borough AK"
361031425.0	20173	"Sedgwick KS"
360895307.0	26117	"Montcalm MI"
361050887.0	48355	"Nueces TX"
361049862.0	40143	"Tulsa OK"
361039412.0	12091	"Okaloosa FL"
361009350.0	26099	"Macomb MI"
360896128.0	12053	"Hernando FL"
361489572.0	48491	"Williamson TX"
361065728.0	33015	"Rockingham NH"
361025523.0	42029	"Chester PA"
360997477.0	19153	"Polk IA"
360901058.0	12109	"St. Johns FL"
360988493.0	04013	"Maricopa AZ"
360987935.0	33011	"Hillsborough NH"
361285705.0	06019	"Fresno CA"
361272783.0	53031	"Jefferson WA"
361364996.0	42081	"Lycoming PA"
362783453.0	21195	"Pike KY"
361058839.0	51700	"Newport News city VA"
360987127.0	06085	"Santa Clara CA"
360993731.0	39029	"Columbiana OH"
360996585.0	48113	"Dallas TX"
361041410.0	06065	"Riverside CA"
363019525.0	48209	"Hays TX"
361047954.0	34005	"Burlington NJ"
361031170.0	37023	"Burke NC"
361056088.0	48439	"Tarrant TX"
361009988.0	25025	"Suffolk MA"
360976127.0	06037	"Los Angeles CA"
361004859.0	25005	"Bristol MA"
360987231.0	04013	"Maricopa AZ"
361203499.0	12095	"Orange FL"
362102792.0	48157	"Fort Bend TX"
362426335.0	12017	"Citrus FL"
361033741.0	23005	"Cumberland ME"
361039205.0	12011	"Broward FL"
361599451.0	39049	"Franklin OH"
362863745.0	46121	"Todd SD"
360997447.0	49035	"Salt Lake UT"
360983176.0	48113	"Dallas TX"
361181853.0	26163	"Wayne MI"
360997563.0	05143	"Washington AR"
361175985.0	36047	"Kings NY"
361592088.0	47157	"Shelby TN"
361036726.0	48113	"Dallas TX"
361757540.0	51790	"Staunton city VA"
360979755.0	04013	"Maricopa AZ"
360985847.0	13179	"Liberty GA"
361066246.0	41067	"Washington OR"
361014621.0	06073	"San Diego CA"
361006869.0	26163	"Wayne MI"
361004771.0	44007	"Providence RI"
361000036.0	42133	"York PA"
362138129.0	06001	"Alameda CA"
361003705.0	42101	"Philadelphia PA"
361087773.0	12095	"Orange FL"
361067328.0	36005	"Bronx NY"
361017625.0	21111	"Jefferson KY"
363100997.0	34027	"Morris NJ"
360963090.0	04013	"Maricopa AZ"
361055300.0	17031	"Cook IL"
361025815.0	13175	"Laurens GA"
360979729.0	10001	"Kent DE"
361140392.0	05007	"Benton AR"
361149232.0	09011	"New London CT"
360885018.0	26145	"Saginaw MI"
361845689.0	21111	"Jefferson KY"
361475537.0	10003	"New Castle DE"
361398682.0	13015	"Bartow GA"
361016790.0	32003	"Clark NV"
361418295.0	41039	"Lane OR"
361372841.0	42075	"Lebanon PA"
360962135.0	39035	"Cuyahoga OH"
360898725.0	06067	"Sacramento CA"
361471185.0	16001	"Ada ID"
361036298.0	06073	"San Diego CA"
361050313.0	36055	"Monroe NY"
361050238.0	34007	"Camden NJ"
361025606.0	40109	"Oklahoma OK"
360988376.0	05035	"Crittenden AR"
361027544.0	45059	"Laurens SC"
361052197.0	21089	"Greenup KY"
361011605.0	42133	"York PA"
361143838.0	06037	"Los Angeles CA"
362854613.0	51810	"Virginia Beach city VA"
360906254.0	06037	"Los Angeles CA"
361025690.0	18167	"Vigo IN"
361030636.0	53061	"Snohomish WA"
361134980.0	54039	"Kanawha WV"
361171763.0	13059	"Clarke GA"
361661908.0	34003	"Bergen NJ"
360988567.0	13067	"Cobb GA"
361020292.0	29077	"Greene MO"
361060619.0	20045	"Douglas KS"
361021734.0	06071	"San Bernardino CA"
361019007.0	15001	"Hawaii HI"
361030759.0	16001	"Ada ID"
360893791.0	20173	"Sedgwick KS"
360998282.0	13051	"Chatham GA"
361011982.0	48019	"Bandera TX"
362866896.0	12127	"Volusia FL"
361010706.0	17031	"Cook IL"
359948616.0	17111	"McHenry IL"
361167567.0	42003	"Allegheny PA"
361151903.0	06077	"San Joaquin CA"
360996839.0	39061	"Hamilton OH"
363101000.0	06019	"Fresno CA"
360866004.0	55085	"Oneida WI"
361025390.0	12101	"Pasco FL"
360991972.0	55139	"Winnebago WI"
361246289.0	13073	"Columbia GA"
362382603.0	23011	"Kennebec ME"
361033551.0	12083	"Marion FL"
361297494.0	36063	"Niagara NY"
361200193.0	26163	"Wayne MI"
360696976.0	01043	"Cullman AL"
362797149.0	45015	"Berkeley SC"
361041666.0	36027	"Dutchess NY"
361312281.0	06065	"Riverside CA"
362853571.0	33011	"Hillsborough NH"
361183307.0	12127	"Volusia FL"
361358995.0	45045	"Greenville SC"
361027937.0	29043	"Christian MO"
362618392.0	06067	"Sacramento CA"
361003578.0	35001	"Bernalillo NM"
361017419.0	12086	"Miami-Dade FL"
361007749.0	30063	"Missoula MT"
361038866.0	41051	"Multnomah OR"
361020102.0	12109	"St. Johns FL"
362867411.0	48039	"Brazoria TX"
361006966.0	27053	"Hennepin MN"
361020624.0	23019	"Penobscot ME"
361003576.0	09011	"New London CT"
360990388.0	48309	"McLennan TX"
361039416.0	06067	"Sacramento CA"
360974392.0	37157	"Rockingham NC"
361004712.0	24031	"Montgomery MD"
360998042.0	41041	"Lincoln OR"
360963463.0	29153	"Ozark MO"
361459593.0	17031	"Cook IL"
361357131.0	29071	"Franklin MO"
361397093.0	42133	"York PA"
361011806.0	36121	"Wyoming NY"
359666956.0	26111	"Midland MI"
360983152.0	18085	"Kosciusko IN"
360044816.0	45075	"Orangeburg SC"
361036219.0	39049	"Franklin OH"
361395221.0	32007	"Elko NV"
360877678.0	26099	"Macomb MI"
360998918.0	06111	"Ventura CA"
363154078.0	13097	"Douglas GA"
361053459.0	18141	"St. Joseph IN"
360375363.0	12083	"Marion FL"
360897900.0	37183	"Wake NC"
361017838.0	51177	"Spotsylvania VA"
361000090.0	05033	"Crawford AR"
360966988.0	48113	"Dallas TX"
359980940.0	36107	"Tioga NY"
361001597.0	48113	"Dallas TX"
363101001.0	41053	"Polk OR"
361524470.0	26005	"Allegan MI"
361028274.0	08039	"Elbert CO"
362866235.0	36005	"Bronx NY"
360941951.0	05083	"Logan AR"
360802955.0	48029	"Bexar TX"
360983012.0	48453	"Travis TX"
361052208.0	36055	"Monroe NY"
362822578.0	06037	"Los Angeles CA"
361017429.0	48423	"Smith TX"
361004759.0	53011	"Clark WA"
361047622.0	36047	"Kings NY"
359938530.0	39035	"Cuyahoga OH"
361028483.0	47123	"Monroe TN"
360985469.0	36035	"Fulton NY"
360903651.0	42133	"York PA"
360989885.0	13015	"Bartow GA"
361326552.0	21131	"Leslie KY"
360981440.0	06085	"Santa Clara CA"
359986208.0	06075	"San Francisco CA"
360997221.0	12073	"Leon FL"
361033439.0	12117	"Seminole FL"
361003270.0	12083	"Marion FL"
361052406.0	04019	"Pima AZ"
361019166.0	48439	"Tarrant TX"
359926815.0	26161	"Washtenaw MI"
361047153.0	06001	"Alameda CA"
360962041.0	27053	"Hennepin MN"
361068899.0	36029	"Erie NY"
361015525.0	06075	"San Francisco CA"
360963297.0	47187	"Williamson TN"
360994373.0	36113	"Warren NY"
362440234.0	20087	"Jefferson KS"
360979767.0	06059	"Orange CA"
359956215.0	39035	"Cuyahoga OH"
361224825.0	31079	"Hall NE"
361126366.0	39077	"Huron OH"
360891391.0	51059	"Fairfax VA"
361208803.0	16027	"Canyon ID"
362353558.0	12031	"Duval FL"
361049380.0	13263	"Talbot GA"
360967226.0	27003	"Anoka MN"
361309014.0	47163	"Sullivan TN"
361342821.0	12099	"Palm Beach FL"
362151346.0	42011	"Berks PA"
361001642.0	35013	"Dona Ana NM"
360993129.0	06101	"Sutter CA"
360979739.0	06037	"Los Angeles CA"
360882811.0	41039	"Lane OR"
361016290.0	06037	"Los Angeles CA"
361424399.0	55087	"Outagamie WI"
360917044.0	09009	"New Haven CT"
361064741.0	26109	"Menominee MI"
361059224.0	33011	"Hillsborough NH"
361131396.0	17031	"Cook IL"
361917914.0	48453	"Travis TX"
361934126.0	36005	"Bronx NY"
361001420.0	06061	"Placer CA"
360966608.0	26099	"Macomb MI"
360967623.0	48201	"Harris TX"
360982131.0	36083	"Rensselaer NY"
360994804.0	06073	"San Diego CA"
361025740.0	06037	"Los Angeles CA"
360974492.0	09007	"Middlesex CT"
360898208.0	27119	"Polk MN"
361140196.0	26091	"Lenawee MI"
361007574.0	37183	"Wake NC"
361590933.0	25025	"Suffolk MA"
361140093.0	35001	"Bernalillo NM"
360515896.0	12017	"Citrus FL"
361329233.0	06073	"San Diego CA"
361098535.0	25009	"Essex MA"
361036989.0	21145	"McCracken KY"
360983104.0	27053	"Hennepin MN"
360882942.0	26099	"Macomb MI"
360989625.0	06001	"Alameda CA"
361479419.0	42089	"Monroe PA"
360968188.0	51790	"Staunton city VA"
361338691.0	12103	"Pinellas FL"
361016805.0	40083	"Logan OK"
361248400.0	12015	"Charlotte FL"
360943844.0	29183	"St. Charles MO"
361011820.0	04025	"Yavapai AZ"
360690670.0	34029	"Ocean NJ"
361613023.0	24031	"Montgomery MD"
361033427.0	06073	"San Diego CA"
363259408.0	06011	"Colusa CA"
360665868.0	06103	"Tehama CA"
361061650.0	53033	"King WA"
362789750.0	10005	"Sussex DE"
363100569.0	12009	"Brevard FL"
360994522.0	26163	"Wayne MI"
362859083.0	34001	"Atlantic NJ"
361011194.0	06085	"Santa Clara CA"
361334266.0	12131	"Walton FL"
360942458.0	06083	"Santa Barbara CA"
360868519.0	34023	"Middlesex NJ"
360996407.0	16001	"Ada ID"
361073952.0	42079	"Luzerne PA"
361567346.0	09007	"Middlesex CT"
361009308.0	47163	"Sullivan TN"
361331114.0	06059	"Orange CA"
361041667.0	29097	"Jasper MO"
363101002.0	25027	"Worcester MA"
360988578.0	06059	"Orange CA"
360050321.0	16057	"Latah ID"
361143918.0	42133	"York PA"
361339755.0	48201	"Harris TX"
360025003.0	51087	"Henrico VA"
360994641.0	49049	"Utah UT"
363101003.0	29207	"Stoddard MO"
361287368.0	06037	"Los Angeles CA"
360976671.0	48245	"Jefferson TX"
361014904.0	36079	"Putnam NY"
361053169.0	24003	"Anne Arundel MD"
360981793.0	48439	"Tarrant TX"
361031262.0	13121	"Fulton GA"
361348852.0	47155	"Sevier TN"
360018277.0	41017	"Deschutes OR"
361300072.0	36079	"Putnam NY"
360983233.0	39095	"Lucas OH"
360987543.0	36065	"Oneida NY"
361033711.0	17031	"Cook IL"
360991031.0	04019	"Pima AZ"
360962823.0	21013	"Bell KY"
360967056.0	48309	"McLennan TX"
360990256.0	06065	"Riverside CA"
362802348.0	42079	"Luzerne PA"
360980950.0	51059	"Fairfax VA"
361375614.0	42021	"Cambria PA"
361131552.0	39049	"Franklin OH"
360996733.0	16001	"Ada ID"
361490014.0	37195	"Wilson NC"
360942148.0	42133	"York PA"
360042061.0	51041	"Chesterfield VA"
361015334.0	06103	"Tehama CA"
361039682.0	05143	"Washington AR"
361222609.0	06029	"Kern CA"
361003553.0	39137	"Putnam OH"
361075664.0	13067	"Cobb GA"
360976385.0	06065	"Riverside CA"
360975963.0	42083	"Mc Kean PA"
361028512.0	54107	"Wood WV"
363101004.0	48113	"Dallas TX"
361457167.0	13029	"Bryan GA"
361198369.0	26147	"St. Clair MI"
361074807.0	12035	"Flagler FL"
361438333.0	34037	"Sussex NJ"
360887848.0	31093	"Howard NE"
361619771.0	17097	"Lake IL"
362764607.0	12103	"Pinellas FL"
361637462.0	17099	"La Salle IL"
361070166.0	34023	"Middlesex NJ"
360962099.0	37129	"New Hanover NC"
361348861.0	25027	"Worcester MA"
362106386.0	48479	"Webb TX"
360962471.0	20169	"Saline KS"
360978881.0	12085	"Martin FL"
361014585.0	26161	"Washtenaw MI"
360985549.0	48453	"Travis TX"
359947541.0	42009	"Bedford PA"
360985536.0	42091	"Montgomery PA"
360997300.0	41047	"Marion OR"
362316209.0	48453	"Travis TX"
361012219.0	13151	"Henry GA"
361000575.0	06099	"Stanislaus CA"
361583551.0	36019	"Clinton NY"
361023580.0	04019	"Pima AZ"
362467667.0	41033	"Josephine OR"
361014708.0	40115	"Ottawa OK"
361290319.0	53033	"King WA"
360942973.0	36101	"Steuben NY"
361201787.0	34037	"Sussex NJ"
360943461.0	25001	"Barnstable MA"
361950342.0	26163	"Wayne MI"
361181877.0	50007	"Chittenden VT"
362914992.0	01051	"Elmore AL"
361244079.0	48439	"Tarrant TX"
360974992.0	17113	"McLean IL"
361003428.0	13051	"Chatham GA"
361004451.0	48027	"Bell TX"
361023470.0	12009	"Brevard FL"
360974935.0	55031	"Douglas WI"
362436413.0	06037	"Los Angeles CA"
361438154.0	24005	"Baltimore MD"
361035251.0	39153	"Summit OH"
361137098.0	48037	"Bowie TX"
361331208.0	47147	"Robertson TN"
360665946.0	37129	"New Hanover NC"
361529261.0	39107	"Mercer OH"
361014698.0	09005	"Litchfield CT"
360032864.0	55075	"Marinette WI"
360508702.0	48339	"Montgomery TX"
360045026.0	17197	"Will IL"
361069416.0	39113	"Montgomery OH"
361402714.0	39081	"Jefferson OH"
359952993.0	06037	"Los Angeles CA"
360024501.0	12053	"Hernando FL"
361031092.0	40145	"Wagoner OK"
361246158.0	25027	"Worcester MA"
361555658.0	47011	"Bradley TN"
360943331.0	45013	"Beaufort SC"
360917321.0	45035	"Dorchester SC"
361047491.0	12009	"Brevard FL"
360980910.0	36081	"Queens NY"
360976195.0	48423	"Smith TX"
360981971.0	48005	"Angelina TX"
360901011.0	13135	"Gwinnett GA"
361175059.0	42045	"Delaware PA"
361007072.0	17031	"Cook IL"
361152309.0	35001	"Bernalillo NM"
360943118.0	08119	"Teller CO"
360018211.0	55133	"Waukesha WI"
361354767.0	23013	"Knox ME"
361248355.0	06071	"San Bernardino CA"
361042140.0	47065	"Hamilton TN"
361934084.0	36019	"Clinton NY"
361342715.0	42017	"Bucks PA"
360966696.0	51019	"Bedford VA"
362857401.0	25017	"Middlesex MA"
360680861.0	17095	"Knox IL"
360985542.0	29077	"Greene MO"
362587790.0	26163	"Wayne MI"
362873621.0	48303	"Lubbock TX"
361087590.0	12095	"Orange FL"
361060755.0	12031	"Duval FL"
362905326.0	18141	"St. Joseph IN"
362265049.0	34025	"Monmouth NJ"
360996491.0	12009	"Brevard FL"
361009812.0	09009	"New Haven CT"
361260090.0	35001	"Bernalillo NM"
361200356.0	42095	"Northampton PA"
361138388.0	13103	"Effingham GA"
360020744.0	36029	"Erie NY"
361209752.0	23031	"York ME"
361166667.0	13029	"Bryan GA"
362850900.0	39017	"Butler OH"
361017596.0	49023	"Juab UT"
360974892.0	29037	"Cass MO"
362508454.0	49049	"Utah UT"
361300209.0	36119	"Westchester NY"
360983959.0	37023	"Burke NC"
361354291.0	27123	"Ramsey MN"
360887819.0	06029	"Kern CA"
361063456.0	27037	"Dakota MN"
360981550.0	26163	"Wayne MI"
360986079.0	17113	"McLean IL"
361603795.0	51081	"Greensville VA"
361159931.0	47149	"Rutherford TN"
360999226.0	17197	"Will IL"
361052296.0	51107	"Loudoun VA"
361025400.0	36071	"Orange NY"
361056188.0	06099	"Stanislaus CA"
360984179.0	12009	"Brevard FL"
363101005.0	32003	"Clark NV"
361373332.0	35001	"Bernalillo NM"
360997023.0	12109	"St. Johns FL"
360981684.0	48215	"Hidalgo TX"
360962833.0	49011	"Davis UT"
359980701.0	15001	"Hawaii HI"
361036156.0	39061	"Hamilton OH"
360900801.0	17031	"Cook IL"
361351965.0	12011	"Broward FL"
361022984.0	16055	"Kootenai ID"
361055261.0	25009	"Essex MA"
360942846.0	17097	"Lake IL"
361016100.0	12103	"Pinellas FL"
361205467.0	12081	"Manatee FL"
361002165.0	10003	"New Castle DE"
360984183.0	51810	"Virginia Beach city VA"
361235932.0	39035	"Cuyahoga OH"
361028313.0	48215	"Hidalgo TX"
361033713.0	16027	"Canyon ID"
361523172.0	30063	"Missoula MT"
361177799.0	28047	"Harrison MS"
361244919.0	27119	"Polk MN"
361193852.0	39025	"Clermont OH"
360985638.0	24045	"Wicomico MD"
362251358.0	48489	"Willacy TX"
362075706.0	06085	"Santa Clara CA"
361928020.0	42125	"Washington PA"
360917307.0	09003	"Hartford CT"
361138109.0	34025	"Monmouth NJ"
361359624.0	12101	"Pasco FL"
361043497.0	28159	"Winston MS"
361302666.0	47093	"Knox TN"
362880982.0	06089	"Shasta CA"
362810416.0	21139	"Livingston KY"
361499938.0	53063	"Spokane WA"
360868361.0	55097	"Portage WI"
361006831.0	39035	"Cuyahoga OH"
361041280.0	04013	"Maricopa AZ"
361640766.0	18097	"Marion IN"
361427680.0	01073	"Jefferson AL"
360674095.0	17031	"Cook IL"
361199852.0	22053	"Jefferson Davis Parish LA"
361023039.0	42077	"Lehigh PA"
360997260.0	08123	"Weld CO"
360984651.0	08123	"Weld CO"
360963623.0	51153	"Prince William VA"
360974655.0	23005	"Cumberland ME"
361020611.0	12115	"Sarasota FL"
360021062.0	36063	"Niagara NY"
361047283.0	37179	"Union NC"
361437203.0	37071	"Gaston NC"
360943301.0	47155	"Sevier TN"
361171694.0	01003	"Baldwin AL"
361523470.0	32003	"Clark NV"
361522903.0	53035	"Kitsap WA"
360895786.0	41051	"Multnomah OR"
358717715.0	48309	"McLennan TX"
363431101.0	48029	"Bexar TX"
360991711.0	26049	"Genesee MI"
361403286.0	39155	"Trumbull OH"
361359765.0	36001	"Albany NY"
360986799.0	12101	"Pasco FL"
361001742.0	06019	"Fresno CA"
361539972.0	42003	"Allegheny PA"
361152374.0	17031	"Cook IL"
362894380.0	23017	"Oxford ME"
361095247.0	41017	"Deschutes OR"
360997381.0	06067	"Sacramento CA"
361001479.0	51179	"Stafford VA"
361001312.0	06071	"San Bernardino CA"
360996856.0	36081	"Queens NY"
361385559.0	17197	"Will IL"
361107964.0	17031	"Cook IL"
361044147.0	29051	"Cole MO"
360981315.0	06001	"Alameda CA"
363101007.0	42027	"Centre PA"
361252777.0	18097	"Marion IN"
361036680.0	32003	"Clark NV"
361038965.0	12127	"Volusia FL"
361064540.0	08031	"Denver CO"
360974508.0	27123	"Ramsey MN"
360996825.0	42011	"Berks PA"
361375802.0	20091	"Johnson KS"
361146575.0	50007	"Chittenden VT"
360987286.0	48355	"Nueces TX"
361006756.0	20151	"Pratt KS"
360962230.0	53061	"Snohomish WA"
361056311.0	06037	"Los Angeles CA"
361143582.0	42007	"Beaver PA"
361025864.0	26053	"Gogebic MI"
360909755.0	06071	"San Bernardino CA"
360680295.0	12095	"Orange FL"
360943826.0	06037	"Los Angeles CA"
361444323.0	29095	"Jackson MO"
361018936.0	08031	"Denver CO"
360961926.0	06037	"Los Angeles CA"
361031444.0	04013	"Maricopa AZ"
360981085.0	13089	"DeKalb GA"
361468052.0	12097	"Osceola FL"
361342785.0	09005	"Litchfield CT"
363101008.0		""
361055281.0	51003	"Albemarle VA"
360914422.0	41039	"Lane OR"
360982416.0	29029	"Camden MO"
360979776.0	42003	"Allegheny PA"
361031390.0	13021	"Bibb GA"
361010772.0	06045	"Mendocino CA"
361302670.0	39163	"Vinton OH"
361013568.0	12031	"Duval FL"
360910012.0	13253	"Seminole GA"
361119405.0	17031	"Cook IL"
360942812.0	06071	"San Bernardino CA"
360882595.0	17031	"Cook IL"
360942992.0	06111	"Ventura CA"
360985338.0	39049	"Franklin OH"
361039750.0	20091	"Johnson KS"
361285700.0	48085	"Collin TX"
360984544.0	04019	"Pima AZ"
360984173.0	05143	"Washington AR"
362858915.0	54081	"Raleigh WV"
361056423.0	55131	"Washington WI"
361527677.0	10003	"New Castle DE"
362385114.0	17111	"McHenry IL"
362795303.0	51059	"Fairfax VA"
361012080.0	06073	"San Diego CA"
362109131.0	23019	"Penobscot ME"
360984199.0	36029	"Erie NY"
360981414.0	12103	"Pinellas FL"
360962988.0	19061	"Dubuque IA"
360036217.0	06037	"Los Angeles CA"
360942268.0	53033	"King WA"
361202432.0	51059	"Fairfax VA"
360988072.0	26099	"Macomb MI"
361224806.0	29077	"Greene MO"
362121359.0	16023	"Butte ID"
360963222.0	36059	"Nassau NY"
361588010.0	36061	"New York NY"
361039103.0	12095	"Orange FL"
361123061.0	47037	"Davidson TN"
360976191.0	06065	"Riverside CA"
360666275.0	12061	"Indian River FL"
361000924.0	48201	"Harris TX"
360979823.0	53033	"King WA"
361053634.0	06025	"Imperial CA"
361001339.0	12071	"Lee FL"
361061677.0	48029	"Bexar TX"
361134784.0	37191	"Wayne NC"
361017643.0	12033	"Escambia FL"
361816057.0	39153	"Summit OH"
360981187.0	36039	"Greene NY"
361171285.0	13077	"Coweta GA"
361041616.0	06053	"Monterey CA"
360996811.0	33001	"Belknap NH"
360990949.0	54025	"Greenbrier WV"
360994556.0	51093	"Isle of Wight VA"
361033832.0	37109	"Lincoln NC"
360976840.0	49035	"Salt Lake UT"
360974612.0	55063	"La Crosse WI"
360998400.0	48245	"Jefferson TX"
361094440.0	48303	"Lubbock TX"
361282320.0	29109	"Lawrence MO"
361009714.0	36103	"Suffolk NY"
360975905.0	42081	"Lycoming PA"
360916405.0	55117	"Sheboygan WI"
362174282.0	21235	"Whitley KY"
361031369.0	26047	"Emmet MI"
360865791.0	41029	"Jackson OR"
362474624.0	49049	"Utah UT"
362866274.0	48221	"Hood TX"
361055091.0	42003	"Allegheny PA"
360884835.0	42111	"Somerset PA"
363101009.0	45061	"Lee SC"
360890131.0	36081	"Queens NY"
360903707.0	36001	"Albany NY"
361252663.0	12011	"Broward FL"
362643560.0	25005	"Bristol MA"
361095410.0	55039	"Fond du Lac WI"
360962695.0	36121	"Wyoming NY"
360988163.0	13135	"Gwinnett GA"
361212633.0	27053	"Hennepin MN"
361474550.0	13103	"Effingham GA"
361007722.0	19049	"Dallas IA"
360997301.0	53031	"Jefferson WA"
361044372.0	18137	"Ripley IN"
361432189.0	17057	"Fulton IL"
360882583.0	39151	"Stark OH"
361014067.0	47179	"Washington TN"
361171697.0	08085	"Montrose CO"
359980706.0	08013	"Boulder CO"
361328880.0	09003	"Hartford CT"
360976966.0	12097	"Osceola FL"
361050350.0	05063	"Independence AR"
360653344.0	19125	"Marion IA"
360794640.0	48187	"Guadalupe TX"
360967943.0	34027	"Morris NJ"
360998013.0	55025	"Dane WI"
361039387.0	48201	"Harris TX"
361414119.0	19113	"Linn IA"
360760786.0	39035	"Cuyahoga OH"
360997774.0	42011	"Berks PA"
360962366.0	12117	"Seminole FL"
363101010.0	45035	"Dorchester SC"
360961928.0	12101	"Pasco FL"
360038326.0	39163	"Vinton OH"
361011916.0	12005	"Bay FL"
361028352.0	39113	"Montgomery OH"
363101011.0	08041	"El Paso CO"
360017657.0	55087	"Outagamie WI"
360910020.0	08041	"El Paso CO"
361143912.0	35027	"Lincoln NM"
361034420.0	27053	"Hennepin MN"
362802565.0	24031	"Montgomery MD"
361050939.0	17081	"Jefferson IL"
362423263.0	39007	"Ashtabula OH"
361033810.0	12083	"Marion FL"
360995775.0	22017	"Caddo Parish LA"
361006342.0	13175	"Laurens GA"
361631058.0	06029	"Kern CA"
361259880.0	12091	"Okaloosa FL"
360999913.0	48201	"Harris TX"
361189591.0	24005	"Baltimore MD"
361049347.0	41067	"Washington OR"
361092090.0	06087	"Santa Cruz CA"
360967502.0	06019	"Fresno CA"
362487529.0	19055	"Delaware IA"
360987487.0	13079	"Crawford GA"
361016803.0	28059	"Jackson MS"
361013353.0	32021	"Mineral NV"
360032995.0	42007	"Beaver PA"
360998345.0	18041	"Fayette IN"
361287338.0	39063	"Hancock OH"
360021216.0	48439	"Tarrant TX"
361055483.0	08059	"Jefferson CO"
361047243.0	12057	"Hillsborough FL"
360967547.0	47111	"Macon TN"
360927370.0	47163	"Sullivan TN"
361171798.0	35001	"Bernalillo NM"
360993567.0	26081	"Kent MI"
361149549.0	54091	"Taylor WV"
361015187.0	48201	"Harris TX"
360994817.0	36055	"Monroe NY"
361182473.0	24005	"Baltimore MD"
361345883.0	45045	"Greenville SC"
362627937.0	48215	"Hidalgo TX"
360989826.0	37115	"Madison NC"
361151874.0	06067	"Sacramento CA"
361236368.0	06059	"Orange CA"
361039195.0	06067	"Sacramento CA"
361742177.0	08101	"Pueblo CO"
362876535.0	26093	"Livingston MI"
361033445.0	50015	"Lamoille VT"
361001603.0	27139	"Scott MN"
360994626.0	06073	"San Diego CA"
360988520.0	17031	"Cook IL"
361017526.0	17031	"Cook IL"
360991805.0	01089	"Madison AL"
361020939.0	12086	"Miami-Dade FL"
361156963.0	48029	"Bexar TX"
361501464.0	47037	"Davidson TN"
361033513.0	47187	"Williamson TN"
361039181.0	12009	"Brevard FL"
360906381.0	45079	"Richland SC"
360981249.0	55139	"Winnebago WI"
363539810.0	06073	"San Diego CA"
361038939.0	17031	"Cook IL"
361000524.0	18095	"Madison IN"
360966932.0	05119	"Pulaski AR"
360592117.0	22103	"St. Tammany Parish LA"
360989563.0	42117	"Tioga PA"
360802574.0	53063	"Spokane WA"
361072759.0	18125	"Pike IN"
363101012.0	42017	"Bucks PA"
362059796.0	21055	"Crittenden KY"
362828245.0	47113	"Madison TN"
360967753.0	48007	"Aransas TX"
361022935.0	09007	"Middlesex CT"
361016204.0	04003	"Cochise AZ"
360989376.0	45045	"Greenville SC"
361014078.0	08005	"Arapahoe CO"
361444339.0	48113	"Dallas TX"
361023411.0	13135	"Gwinnett GA"
360996798.0	11001	"District of Columbia DC"
361260116.0	21123	"Larue KY"
360942939.0	06113	"Yolo CA"
361701498.0	39035	"Cuyahoga OH"
360890299.0	48029	"Bexar TX"
361020654.0	06059	"Orange CA"
361015435.0	13089	"DeKalb GA"
360993007.0	26081	"Kent MI"
360981246.0	36045	"Jefferson NY"
360993440.0	17197	"Will IL"
361014060.0	18105	"Monroe IN"
360976115.0	12083	"Marion FL"
360988305.0	22071	"Orleans Parish LA"
360927422.0	49049	"Utah UT"
361011962.0	29165	"Platte MO"
361031111.0	17031	"Cook IL"
362810670.0	13299	"Ware GA"
360878529.0	53009	"Clallam WA"
361348750.0	20161	"Riley KS"
361003776.0	36061	"New York NY"
360036235.0	48215	"Hidalgo TX"
361375651.0	12091	"Okaloosa FL"
361017830.0	42017	"Bucks PA"
361259128.0	53061	"Snohomish WA"
361003492.0	06073	"San Diego CA"
361562026.0	27053	"Hennepin MN"
362083961.0	24005	"Baltimore MD"
361670905.0	02020	"Anchorage Borough AK"
361047190.0	26125	"Oakland MI"
361050163.0	36065	"Oneida NY"
362320041.0	48477	"Washington TX"
